marshRegion,liveMass,longitude,latitude,deadMass,totalMass
1,23.91,-75.67287096,37.45113229,0.0,23.91
1,17.811875,-75.90099555999998,37.34618995999999,20.316875000000003,38.12875
1,36.099999999999994,-75.90099555999998,37.34618995999999,16.786666666666665,52.88666666666668
1,32.725,-75.90099555999998,37.34618996,15.74,48.46500000000001
1,14.539545454545449,-75.90099555999997,37.346189959999975,7.6872727272727275,22.226818181818178
1,24.766666666666662,-75.90099555999998,37.34618995999998,11.876190476190475,36.64285714285714
1,32.583333333333336,-75.90099555999998,37.34618995999998,12.152222222222221,44.735555555555564
1,47.07052631578947,-75.90099555999998,37.34618995999998,7.221052631578947,54.29157894736842
1,28.94055555555556,-75.90099555999998,37.34618995999998,12.312222222222221,41.25277777777778
1,39.339166666666664,-75.90099555999998,37.34618996,11.470833333333333,50.81000000000001
1,47.10549999999999,-75.90099555999998,37.34618995999998,26.021499999999996,73.127
1,27.90238095238095,-75.90099555999998,37.34618995999998,7.392380952380953,35.2947619047619
1,27.606923076923074,-75.90099555999998,37.34618996,8.082615384615385,35.68953846153847
1,20.313888888888886,-75.90099555999998,37.34618995999998,4.079999999999999,24.393888888888892
1,38.11333333333333,-75.90099555999998,37.34618995999998,2.955,41.068333333333335
1,39.457142857142856,-75.90099555999998,37.34618996,0.0,39.457142857142856
1,24.503333333333337,-75.90099555999998,37.34618995999998,0.0,24.503333333333337
1,30.64222222222222,-75.90099555999998,37.34618995999998,0.0,30.64222222222222
1,38.88181818181818,-75.558264,37.78415399999999,12.350000000000001,51.23181818181818
1,27.480909090909087,-75.558264,37.78415399999999,14.009999999999996,41.49090909090909
1,30.644,-75.558264,37.78415400000001,17.09333333333333,47.737333333333346
1,25.462962962962962,-75.86173333000005,37.41678349999998,3.3296296296296286,28.79259259259259
1,27.94545454545454,-75.86173333000005,37.41678349999998,11.66818181818182,39.61363636363637
1,26.703529411764713,-75.86173333000002,37.416783499999994,13.171176470588236,39.874705882352934
1,2.0647058823529414,-75.82292772000002,37.46804289,3.741176470588235,5.805882352941175
1,0.0,-75.82292772,37.46804289,1.2466666666666666,1.2466666666666666
1,28.198333333333334,-75.82292772,37.46804289,15.906666666666668,44.105
1,21.380000000000003,-75.82292772000001,37.46804289,14.559999999999999,35.94
1,6.254,-75.82292772,37.46804289,7.5920000000000005,13.846
1,0.43374999999999997,-75.82292772,37.46804289,7.6354375,8.0691875
1,28.90285714285714,-75.82292771999998,37.46804289,19.585714285714285,48.488571428571426
1,15.43,-75.82292772,37.46804289,35.53,50.96
1,52.98,-75.82292772,37.46804289,3.604,56.584
1,31.820599999999995,-75.82292772,37.46804289,0.0,21.513250000000003
1,29.086956521739125,-75.92913283000003,37.287548770000015,8.447826086956523,37.53478260869566
1,49.522222222222226,-75.92913283000001,37.28754877000001,16.883333333333333,66.40555555555555
1,43.932142857142864,-75.92913282999999,37.28754877,16.127142857142857,60.05928571428573
1,21.449411764705882,-75.92913283,37.28754877,6.758235294117647,28.207647058823536
1,41.37058823529412,-75.92913283,37.28754877,7.129411764705882,48.5
1,22.336470588235297,-75.92913283,37.28754877,16.00176470588235,38.33823529411766
1,37.091764705882355,-75.92913283,37.28754877,6.522941176470589,43.61470588235294
1,30.605454545454542,-75.92913282999999,37.28754877,10.483636363636363,41.08909090909091
1,28.562000000000005,-75.92913283,37.287548769999994,9.125333333333334,37.68733333333333
1,49.368571428571435,-75.92913282999999,37.28754877,10.509285714285713,59.87785714285714
1,33.14846153846155,-75.92913282999999,37.28754877,9.100769230769231,42.24923076923077
1,35.01042857142857,-75.92913282999999,37.28754877,10.776,45.78642857142857
1,25.162307692307692,-75.92913282999999,37.28754877,6.1815384615384605,31.343846153846147
1,34.73866666666667,-75.92913283,37.287548769999994,2.9433333333333334,37.682
1,27.285555555555554,-75.92913283000001,37.28754877000001,0.0,27.285555555555554
1,25.209999999999997,-75.92913283,37.28754877,0.0,25.209999999999997
1,36.22066666666667,-75.92913283,37.287548769999994,0.0,36.22066666666667
1,17.173333333333332,-75.92913282999999,37.28754877,0.0,17.173333333333332
1,9.658695652173913,-75.94068958999998,37.18127704999998,10.816956521739133,20.475652173913044
1,20.85,-75.94068959000002,37.18127705,11.025,31.874999999999996
1,20.655555555555555,-75.94068958999999,37.181277049999984,8.071666666666667,28.727222222222217
1,24.963124999999998,-75.94068959,37.18127704999999,18.616875,43.57999999999999
1,28.041176470588233,-75.94068959,37.18127704999999,3.906470588235294,31.94764705882353
1,35.964666666666666,-75.94068959,37.18127704999999,7.922,43.88666666666666
1,31.836153846153845,-75.94068959000002,37.18127705,3.882307692307692,35.71846153846154
1,24.249166666666667,-75.94068959000002,37.18127705,9.169166666666667,33.41833333333333
1,30.291333333333334,-75.94068959,37.18127704999999,7.883333333333335,38.17466666666667
1,36.83857142857143,-75.447,37.88,17.465,54.30357142857143
1,19.1525,-75.447,37.88,35.806666666666665,54.95916666666667
1,11.957894736842105,-75.81935973000002,37.48199837000001,29.807368421052633,41.76526315789474
1,47.05,-75.81935972999999,37.48199836999999,23.75,70.80000000000001
1,25.551875000000003,-75.81935973,37.48199837,35.875625,61.4275
1,11.54,-75.81935972999999,37.48199836999999,44.451818181818176,55.99181818181817
